广州时代云图 ,205
恒骏花园香柏广场 ,385
盈翠华庭 ,235
保利花园 ,348
边检大院 ,640
怡新花园 ,460
保利春天里 ,282
芳华花园洛湖居 ,265
云东小区 ,160
保利亚奥北苑 ,178
桥东小区 ,140
尚上名筑二期 ,204
好世界公寓 ,170
海滨花园 ,185
白云区同和教工宿舍 ,185
东湖映月 ,260
新塘新世界花园万象苑 ,193
嘉尚国际公寓 ,390
人盛巴厘天地 ,120
可逸名庭 ,420
龙津花园 ,115
滨江西路 ,280
金碧新城 ,196
银汇华庭银汇大厦 ,560
碧桂园凤凰城凤妍苑 ,230
星汇园 ,1080
汇侨新城北区 ,270
景泰新村景泰西八巷 ,120
景云居 ,183
白云畔山花园 ,128
芳华花园洛湖居 ,195
华怡花园 ,172
朝晖苑 ,610
环城西路二大街 ,95
广州碧桂园美苑 ,205
云山雅苑 ,368
华南碧桂园翠山蓝天苑 ,375
北京路仰忠西街 ,500
海逸花园 ,218
富丽家园富丽广场 ,255
祈福新村活力花园 ,265
金悦东山国际公馆 ,315
珠岛花园 ,178
富力金港城南区 ,60
西丽路西环大街 ,130
万科金色悦府 ,375
保利红棉花园 ,195
万科南方公元 ,165
荷景花园六区 ,135
新塘新世界花园嘉华苑 ,188
云东花园 ,230
天健上城 ,265
元邦航空家园 ,225
回归路小区 ,120
金碧世纪花园 ,240
花地城广场 ,300
惠百氏广场 ,120
亚运城运动员村四区 ,265
广州海伦堡 ,230
广信金兰花园 ,175
番禺海伦堡花样年华一期 ,210
童心路西胜街 ,155
亚太新城富丽园 ,92
中山七路 ,82
晓港湾惠侨苑 ,215
华南苑 ,128
南沙碧桂园豪庭 ,208
保利越秀岭南林语 ,210
东方之珠花园 ,650
文德路 ,239
滨江绿园 ,190
周门小区周门街 ,218
富力半岛花园 ,205
金碧领秀国际 ,153
中海誉城北苑 ,338
世纪广场 ,295
富佳花园 ,143
中海誉城南苑 ,185
珠光流溪御景 ,130
金融街融穗御府 ,200
广信春兰花园 ,198
时代春树里 ,300
碧桂园凤凰城凤馨苑 ,185
广信白兰花园 ,280
朝晖苑 ,630
岭南新世界 ,480
棠德花园 ,224
万科城市花园 ,345
东怡新区东倩园 ,255
岭南新世界 ,430
锦绣银湾 ,418
景泰新村景泰北街 ,168
广州雅居乐花园灏湖居 ,2400
尚东尚筑 ,313
恒荔湾畔 ,328
四季花园 ,288
广州雅居乐花园剑桥郡 ,420
新兴白云花园乐居北街 ,235
阳光花园 ,120
金碧新城 ,205
新康花园 ,225
东风广场 ,580
富力桃园 ,285
愉景雅苑 ,498
百事佳新村B区 ,210
保利西海岸汇海花园 ,285
加拿大花园 ,228
岭南新世界 ,617
翡翠绿洲森林半岛 ,258
橡树园 ,460
新世界逸彩庭园 ,370
西门口广场 ,640
白云高尔夫花园东区 ,368
中兴花园 ,310
华港花园 ,639
鸿福花园(番禺) ,131
侨怡苑 ,550
城西花园 ,135
芳村花园 ,268
富域尚品居 ,223
富力城北区 ,228
珠岛花园 ,185
富力城北区 ,208
泽德花苑 ,125
乐意居花园 ,210
易通大厦 ,195
金域蓝湾 ,390
金迪大厦 ,618
金碧花园第一金碧 ,385
祈福都会花园 ,137
万方园 ,375
中森茗苑 ,180
金沙湾花园 ,210
新世界凯粤湾 ,360
荔康大厦 ,415
富力金港城东区 ,105
怡港花园 ,380
春庭花园 ,210
西华路司马街 ,179
金满花园 ,230
鸿图苑 ,168
富力金港城东区 ,145
永福路永福西约 ,265
锦绣香江花园紫荆园 ,355
岭南新世界 ,678
顺欣花园 ,170
金域蓝湾 ,365
世纪广场 ,415
五山花园 ,650
恒骏花园香柏广场 ,430
白天鹅花园 ,228
芳华苑 ,175
永泰新村 ,233
雅居乐小院流溪 ,338
世纪广场 ,428
波尔多庄园 ,430
百兴苑 ,140
万科欧泊 ,410
金碧雅苑 ,245
金影花园 ,195
禺秀园 ,212
新塘新世界花园嘉怡苑 ,155
